location_id,country,state_union_territory,district,city_category
210,India,Assam,Golaghat,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
211,India,Assam,Hailakandi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
212,India,Assam,Hailakandi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
213,India,Assam,Hailakandi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
214,India,Assam,Hojai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
215,India,Assam,Hojai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
216,India,Assam,Hojai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
217,India,Assam,Jorhat,"Tier 1 City (Mumbai, Delhi, and similar cities)"
218,India,Assam,Jorhat,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
219,India,Assam,Jorhat,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
220,India,Assam,Kamrup,"Tier 1 City (Mumbai, Delhi, and similar cities)"
221,India,Assam,Kamrup,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
222,India,Assam,Kamrup,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
223,India,Assam,Kamrup Metropolitan,"Tier 1 City (Mumbai, Delhi, and similar cities)"
224,India,Assam,Kamrup Metropolitan,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
225,India,Assam,Kamrup Metropolitan,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
226,India,Assam,Karbi Anglong,"Tier 1 City (Mumbai, Delhi, and similar cities)"
227,India,Assam,Karbi Anglong,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
228,India,Assam,Karbi Anglong,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
229,India,Assam,Karimganj,"Tier 1 City (Mumbai, Delhi, and similar cities)"
230,India,Assam,Karimganj,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
231,India,Assam,Karimganj,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
232,India,Assam,Kokrajhar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
233,India,Assam,Kokrajhar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
234,India,Assam,Kokrajhar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
235,India,Assam,Lakhimpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
236,India,Assam,Lakhimpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
237,India,Assam,Lakhimpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
238,India,Assam,Majuli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
239,India,Assam,Majuli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
240,India,Assam,Majuli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
241,India,Assam,Morigaon,"Tier 1 City (Mumbai, Delhi, and similar cities)"
242,India,Assam,Morigaon,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
243,India,Assam,Morigaon,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
244,India,Assam,Nagaon,"Tier 1 City (Mumbai, Delhi, and similar cities)"
245,India,Assam,Nagaon,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
246,India,Assam,Nagaon,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
247,India,Assam,Nalbari,"Tier 1 City (Mumbai, Delhi, and similar cities)"
248,India,Assam,Nalbari,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
249,India,Assam,Nalbari,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
250,India,Assam,Sivasagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
251,India,Assam,Sivasagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
252,India,Assam,Sivasagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
253,India,Assam,Sonitpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
254,India,Assam,Sonitpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
255,India,Assam,Sonitpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
256,India,Assam,South Salmara-Mankachar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
257,India,Assam,South Salmara-Mankachar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
258,India,Assam,South Salmara-Mankachar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
259,India,Assam,Tinsukia,"Tier 1 City (Mumbai, Delhi, and similar cities)"
260,India,Assam,Tinsukia,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
261,India,Assam,Tinsukia,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
262,India,Assam,Udalguri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
263,India,Assam,Udalguri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
264,India,Assam,Udalguri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
265,India,Assam,West Karbi Anglong,"Tier 1 City (Mumbai, Delhi, and similar cities)"
266,India,Assam,West Karbi Anglong,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
267,India,Assam,West Karbi Anglong,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
268,India,Bihar,Araria,"Tier 1 City (Mumbai, Delhi, and similar cities)"
269,India,Bihar,Araria,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
270,India,Bihar,Araria,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
271,India,Bihar,Arwal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
272,India,Bihar,Arwal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
273,India,Bihar,Arwal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
274,India,Bihar,Aurangabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
275,India,Bihar,Aurangabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
276,India,Bihar,Aurangabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
277,India,Bihar,Banka,"Tier 1 City (Mumbai, Delhi, and similar cities)"
278,India,Bihar,Banka,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
279,India,Bihar,Banka,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
280,India,Bihar,Begusarai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
281,India,Bihar,Begusarai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
282,India,Bihar,Begusarai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
283,India,Bihar,Bhagalpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
284,India,Bihar,Bhagalpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
285,India,Bihar,Bhagalpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
286,India,Bihar,Bhojpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
287,India,Bihar,Bhojpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
288,India,Bihar,Bhojpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
289,India,Bihar,Buxar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
290,India,Bihar,Buxar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
291,India,Bihar,Buxar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
292,India,Bihar,Darbhanga,"Tier 1 City (Mumbai, Delhi, and similar cities)"
293,India,Bihar,Darbhanga,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
294,India,Bihar,Darbhanga,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
295,India,Bihar,Gaya,"Tier 1 City (Mumbai, Delhi, and similar cities)"
296,India,Bihar,Gaya,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
297,India,Bihar,Gaya,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
298,India,Bihar,Gopalganj,"Tier 1 City (Mumbai, Delhi, and similar cities)"
299,India,Bihar,Gopalganj,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
300,India,Bihar,Gopalganj,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
301,India,Bihar,Jamui,"Tier 1 City (Mumbai, Delhi, and similar cities)"
302,India,Bihar,Jamui,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
303,India,Bihar,Jamui,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
304,India,Bihar,Jehanabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
305,India,Bihar,Jehanabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
306,India,Bihar,Jehanabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
307,India,Bihar,Kaimur(Bhabua),"Tier 1 City (Mumbai, Delhi, and similar cities)"
308,India,Bihar,Kaimur(Bhabua),"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
309,India,Bihar,Kaimur(Bhabua),"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
310,India,Bihar,Katihar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
311,India,Bihar,Katihar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
312,India,Bihar,Katihar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
313,India,Bihar,Khagaria,"Tier 1 City (Mumbai, Delhi, and similar cities)"
314,India,Bihar,Khagaria,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
315,India,Bihar,Khagaria,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
316,India,Bihar,Kishanganj,"Tier 1 City (Mumbai, Delhi, and similar cities)"
317,India,Bihar,Kishanganj,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
318,India,Bihar,Kishanganj,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
319,India,Bihar,Lakhisarai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
320,India,Bihar,Lakhisarai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
321,India,Bihar,Lakhisarai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
322,India,Bihar,Madhepura,"Tier 1 City (Mumbai, Delhi, and similar cities)"
323,India,Bihar,Madhepura,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
324,India,Bihar,Madhepura,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
325,India,Bihar,Madhubani,"Tier 1 City (Mumbai, Delhi, and similar cities)"
326,India,Bihar,Madhubani,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
327,India,Bihar,Madhubani,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
328,India,Bihar,Munger,"Tier 1 City (Mumbai, Delhi, and similar cities)"
329,India,Bihar,Munger,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
330,India,Bihar,Munger,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
331,India,Bihar,Muzaffarpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
332,India,Bihar,Muzaffarpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
333,India,Bihar,Muzaffarpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
334,India,Bihar,Nalanda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
335,India,Bihar,Nalanda,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
336,India,Bihar,Nalanda,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
337,India,Bihar,Nawada,"Tier 1 City (Mumbai, Delhi, and similar cities)"
338,India,Bihar,Nawada,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
339,India,Bihar,Nawada,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
340,India,Bihar,East Champaran,"Tier 1 City (Mumbai, Delhi, and similar cities)"
341,India,Bihar,East Champaran,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
342,India,Bihar,East Champaran,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
343,India,Bihar,Patna,"Tier 1 City (Mumbai, Delhi, and similar cities)"
344,India,Bihar,Patna,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
345,India,Bihar,Patna,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
346,India,Bihar,West Champaran,"Tier 1 City (Mumbai, Delhi, and similar cities)"
347,India,Bihar,West Champaran,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
348,India,Bihar,West Champaran,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
349,India,Bihar,Purnia,"Tier 1 City (Mumbai, Delhi, and similar cities)"
350,India,Bihar,Purnia,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
351,India,Bihar,Purnia,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
352,India,Bihar,Rohtas,"Tier 1 City (Mumbai, Delhi, and similar cities)"
353,India,Bihar,Rohtas,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
354,India,Bihar,Rohtas,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
355,India,Bihar,Saharsa,"Tier 1 City (Mumbai, Delhi, and similar cities)"
356,India,Bihar,Saharsa,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
357,India,Bihar,Saharsa,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
358,India,Bihar,Samastipur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
359,India,Bihar,Samastipur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
360,India,Bihar,Samastipur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
361,India,Bihar,Saran,"Tier 1 City (Mumbai, Delhi, and similar cities)"
362,India,Bihar,Saran,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
363,India,Bihar,Saran,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
364,India,Bihar,Sheikhpura,"Tier 1 City (Mumbai, Delhi, and similar cities)"
365,India,Bihar,Sheikhpura,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
366,India,Bihar,Sheikhpura,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
367,India,Bihar,Sheohar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
368,India,Bihar,Sheohar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
369,India,Bihar,Sheohar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
370,India,Bihar,Sitamarhi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
371,India,Bihar,Sitamarhi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
372,India,Bihar,Sitamarhi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
373,India,Bihar,Siwan,"Tier 1 City (Mumbai, Delhi, and similar cities)"
374,India,Bihar,Siwan,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
375,India,Bihar,Siwan,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
376,India,Bihar,Supaul,"Tier 1 City (Mumbai, Delhi, and similar cities)"
377,India,Bihar,Supaul,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
